Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"S Li, H Li, Y Wang, Y Liao, L Yu",SteerNeRF: Accelerating NeRF Rendering via Smooth Viewpoint Trajectory,2023,Proceedings of the IEEE …,openaccess.thecvf.com,http://openaccess.thecvf.com/content/CVPR2023/html/Li_SteerNeRF_Accelerating_NeRF_Rendering_via_Smooth_Viewpoint_Trajectory_CVPR_2023_paper.html,"https://scholar.google.com/scholar?cites=8720382654263065536&as_sdt=2005&sciodt=0,5&hl=en",68,2023-06-20 11:11:40,,,,,,,,,1,1,0,5,1,"… NeRF … up NeRF rendering from a new perspective, leveraging the critical fact that the viewpoint trajectory is usually smooth and continuous in interactive control. Unlike existing NeRF …",https://openaccess.thecvf.com/content/CVPR2023/papers/Li_SteerNeRF_Accelerating_NeRF_Rendering_via_Smooth_Viewpoint_Trajectory_CVPR_2023_paper.pdf,"https://scholar.google.com/scholar?q=related:wPvTTNIFBXkJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
1,"X Chen, J Tang, D Wan, J Wang, G Zeng",Interactive Segment Anything NeRF with Feature Imitation,2023,arXiv preprint arXiv:2305.16233,arxiv.org,https://arxiv.org/abs/2305.16233,"https://scholar.google.com/scholar?cites=12082127695785428076&as_sdt=2005&sciodt=0,5&hl=en",95,2023-06-20 11:11:40,,,,,,,,,1,1,0,5,1,… Fields (NeRF) with semantics to expand their applications. Although NeRF has been proven … zero-shot semantic segmentation with NeRF. Our framework reformulates the segmentation …,https://arxiv.org/pdf/2305.16233,
1,"X Li, YL Qiao, PY Chen, KM Jatavallabhula…",PAC-NeRF: Physics Augmented Continuum Neural Radiance Fields for Geometry-Agnostic System Identification,2023,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2303.05512,"https://scholar.google.com/scholar?cites=4847069276940479833&as_sdt=2005&sciodt=0,5&hl=en",109,2023-06-20 11:11:40,,,,,,,,,1,1,0,5,1,"… We design PAC-NeRF to only ever produce physically plausible states by enforcing the neu… ie, we use the Eulerian grid representation for NeRF density and color fields, while advecting …",https://arxiv.org/pdf/2303.05512,
1,"J Kulhanek, T Sattler",Tetra-NeRF: Representing Neural Radiance Fields Using Tetrahedra,2023,arXiv preprint arXiv:2304.09987,arxiv.org,https://arxiv.org/abs/2304.09987,"https://scholar.google.com/scholar?cites=13672744052378962123&as_sdt=2005&sciodt=0,5&hl=en",111,2023-06-20 11:11:40,,,,,,,,,1,1,1,2,1,"… in terms of SSIM and on par with mip-NeRF in terms of LPIPS. To analyze the tetrahedra … used in Point-NeRF. In Table 2, we compare our method to PointNeRF when we disable point …",https://arxiv.org/pdf/2304.09987,
1,"N Somraj, R Soundararajan",ViP-NeRF: Visibility Prior for Sparse Input Neural Radiance Fields,2023,arXiv preprint arXiv:2305.00041,arxiv.org,https://arxiv.org/abs/2305.00041,"https://scholar.google.com/scholar?cites=7367432179279566398&as_sdt=2005&sciodt=0,5&hl=en",114,2023-06-20 11:11:40,,,,,,,,,1,1,1,2,1,"… , we successfully train the NeRF with few input views. We reformulate the NeRF to also directly … to study the sparse-input NeRF without conditioning the NeRF on latent representations. …",https://arxiv.org/pdf/2305.00041,
1,"A Kania, A Kasymov, M Zięba, P Spurek",Hypernerfgan: Hypernetwork approach to 3d nerf gan,2023,arXiv preprint arXiv:2301.11631,arxiv.org,https://arxiv.org/abs/2301.11631,"https://scholar.google.com/scholar?cites=17056857817487380899&as_sdt=2005&sciodt=0,5&hl=en",121,2023-06-20 11:11:40,,,,,,,,,1,1,0,4,1,"… of NeRF model. After that, we render 2D novel views by NeRF and use a classical 2D discriminator. Our architecture produces 2D images, but we use 3D-aware NeRF representation, …",https://arxiv.org/pdf/2301.11631,
1,"B Peng, J Hu, J Zhou, X Gao, J Zhang",IntrinsicNGP: Intrinsic Coordinate based Hash Encoding for Human NeRF,2023,arXiv preprint arXiv:2302.14683,arxiv.org,https://arxiv.org/abs/2302.14683,"https://scholar.google.com/scholar?cites=5067001252077779980&as_sdt=2005&sciodt=0,5&hl=en",148,2023-06-20 11:11:40,,,,,,,,,1,1,0,5,1,"… Therefore, how to improve the training speed of NeRF has been widely studied since its emergence of NeRF. DS-NeRF [6] utilizes the depth information supplied by 3D point clouds to …",https://arxiv.org/pdf/2302.14683,
1,"Y Fu, I Misra, X Wang",Multiplane NeRF-Supervised Disentanglement of Depth and Camera Pose from Videos,2022,arXiv preprint arXiv:2210.07181,arxiv.org,https://arxiv.org/abs/2210.07181,"https://scholar.google.com/scholar?cites=6927787501545484365&as_sdt=2005&sciodt=0,5&hl=en",150,2023-06-20 11:11:40,,,,,,,,,1,1,0,3,1,"… into NeRF to create continuous multiplane neural radiance fields, which generalizes NeRF … In this paper, we apply the Multiplane NeRF in our decoder and train our Autoencoder …",https://arxiv.org/pdf/2210.07181.pdf?trk=public_post_comment-text,"https://scholar.google.com/scholar?q=related:TXACFQdyJGAJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
1,"P Yin, J Dai, J Wang, D Xie, S Pu",NeRF-Gaze: A Head-Eye Redirection Parametric Model for Gaze Estimation,2022,arXiv preprint arXiv:2212.14710,arxiv.org,https://arxiv.org/abs/2212.14710,"https://scholar.google.com/scholar?cites=11379478914681645991&as_sdt=2005&sciodt=0,5&hl=en",152,2023-06-20 11:11:40,,,,,,,,,1,1,0,5,1,"… to apply NeRF to gaze data generation. Specifically, in addition to the NeRF model for the … As shown in Figure 1(a), our NeRF-Gaze is free to render view-consistent head images with …",https://arxiv.org/pdf/2212.14710,"https://scholar.google.com/scholar?q=related:p6ulJsgH7J0J:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
1,"K Hong, H Wang, B Yuan",Inspection-Nerf: Rendering Multi-Type Local Images for Dam Surface Inspection Task Using Climbing Robot and Neural Radiance Field,2023,Buildings,mdpi.com,https://www.mdpi.com/2068060,"https://scholar.google.com/scholar?cites=3165025778546564785&as_sdt=2005&sciodt=0,5&hl=en",171,2023-06-20 11:11:40,HTML,,,,,,,,1,1,0,3,1,"… storage by introducing the advanced neural radiance field (Nerf) method. We use a wall-… to the Nerf implicit bound. After this, we proposed the Inspection-Nerf model to make Nerf more …",https://www.mdpi.com/2068060,"https://scholar.google.com/scholar?q=related:sd44My1u7CsJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
1,"E Alcaide, S Biderman, A Telenti…",MP‐NeRF: A massively parallel method for accelerating protein structure reconstruction from internal coordinates,2022,Journal of …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.26768,"https://scholar.google.com/scholar?cites=12159764218972853578&as_sdt=2005&sciodt=0,5&hl=en",174,2023-06-20 11:11:40,,10.1002/jcc.26768,,,,,,,1,1,0,4,1,"… applications of the Natural extension of Reference Frame (NeRF) algorithm. This work proposes a massively parallel NeRF implementation which, depending on the polymer length, …",https://onlinelibrary.wiley.com/doi/pdf/10.1002/jcc.26768,"https://scholar.google.com/scholar?q=related:StVhyCEpwKgJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
1,"C Choi, J Kim, YM Kim",IBL-NeRF: Image-Based Lighting Formulation of Neural Radiance Fields,2022,arXiv preprint arXiv:2210.08202,arxiv.org,https://arxiv.org/abs/2210.08202,"https://scholar.google.com/scholar?cites=5479571369157491364&as_sdt=2005&sciodt=0,5&hl=en",211,2023-06-20 11:11:40,,,,,,,,,1,1,0,3,1,"… IBL-NeRF, which decomposes the neural radiance fields (NeRF) of large-scale indoor scenes into intrinsic components. Previous approaches for the inverse rendering of NeRF … NeRF …",https://arxiv.org/pdf/2210.08202,"https://scholar.google.com/scholar?q=related:pHoI1CBZC0wJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
1,"D Lisus, C Holmes",Towards Open World NeRF-Based SLAM,2023,arXiv preprint arXiv:2301.03102,arxiv.org,https://arxiv.org/abs/2301.03102,"https://scholar.google.com/scholar?cites=1127920987363583245&as_sdt=2005&sciodt=0,5&hl=en",230,2023-06-20 11:11:40,,,,,,,,,1,1,1,2,1,"… used to generate the NeRF. NICE-SLAM … NeRF map need not be updated at every iteration. By introducing a spatial, voxel-based NeRF, NICE-SLAM only updates parts of the NeRF that …",https://arxiv.org/pdf/2301.03102,"https://scholar.google.com/scholar?q=related:DaWDeikupw8J:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
1,"E Richard, B Coulet, M Chammas…",Morbidité de la neurotisation de la branche motrice de la longue portion du triceps sur le nerf axillaire: évaluation subjective et objective rétrospective de la force du …,2022,Revue de Chirurgie …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1877051722001034,"https://scholar.google.com/scholar?cites=3926716597823172383&as_sdt=2005&sciodt=0,5&hl=en",254,2023-06-20 11:11:40,,,,,,,,,1,1,0,4,1,"Introduction La morbidité du transfert du nerf de la longue portion du triceps sur le nerf axillaire (NA) selon Somsak Leechavengvongs (TSL) est considérée négligeable, mais évaluée …",,"https://scholar.google.com/scholar?q=related:H2_h6vB_fjYJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
1,"M Varma T, P Wang, X Chen, T Chen…",Is Attention All NeRF Needs?,2022,arXiv e …,ui.adsabs.harvard.edu,https://ui.adsabs.harvard.edu/abs/2022arXiv220713298V/abstract,"https://scholar.google.com/scholar?cites=1900458473597541286&as_sdt=2005&sciodt=0,5&hl=en",255,2023-06-20 11:11:40,,,,,,,,,1,1,0,5,1,"We present Generalizable NeRF Transformer (GNT), a pure, unified transformer-based architecture that efficiently reconstructs Neural Radiance Fields (NeRFs) on the fly from source …",https://openreview.net/pdf?id=xE-LtsE-xx,"https://scholar.google.com/scholar?q=related:ppsppenIXxoJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
1,QY Chen,3D Reconstruction of Endoscopy Images with NeRF,2023,,search.proquest.com,https://search.proquest.com/openview/cc6890f3a360231b41ec948aabe1e589/1?pq-origsite=gscholar&cbl=18750&diss=y,"https://scholar.google.com/scholar?cites=14696209402245023173&as_sdt=2005&sciodt=0,5&hl=en",266,2023-06-20 11:11:40,HTML,,,,,,,,1,1,1,1,1,"… -NeRF is found to reduce the model size and increase training speed. Another example is NeRF in the Wild [7], an extension of NeRF … A flythrough comparison of NeRF and NeRF in the …",https://search.proquest.com/openview/cc6890f3a360231b41ec948aabe1e589/1?pq-origsite=gscholar&cbl=18750&diss=y,"https://scholar.google.com/scholar?q=related:xQWSZZZs88sJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
1,"M Clancy, C Linehan","Nerf Guns, Picnics and Parties: Building a Model of the Individual Subjective Experience of Fun in a Work Environment",2016,,ufhrd.co.uk,https://www.ufhrd.co.uk/wp-content/uploads/2016/10/paper_92.pdf,"https://scholar.google.com/scholar?cites=5215560029343933445&as_sdt=2005&sciodt=0,5&hl=en",267,2023-06-20 11:11:40,PDF,,,,,,,,1,0.14,1,2,7,"Recently there has been a growing trend of companies initiating fun activities in the workplace as a means of enhancing productivity, creativity or gaining other benefits thought to be …",https://www.ufhrd.co.uk/wp-content/uploads/2016/10/paper_92.pdf,"https://scholar.google.com/scholar?q=related:BWTFpTZkYUgJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
0,"P Wang, L Zhao, R Ma, P Liu",BAD-NeRF: Bundle Adjusted Deblur Neural Radiance Fields,2023,Proceedings of the IEEE/CVF …,openaccess.thecvf.com,http://openaccess.thecvf.com/content/CVPR2023/html/Wang_BAD-NeRF_Bundle_Adjusted_Deblur_Neural_Radiance_Fields_CVPR_2023_paper.html,,72,2023-06-20 11:11:40,,,,,,,,,0,0,0,4,1,"… Given a set of severe motion blurred images, our bundle adjusted deblur NeRF (BAD-NeRF… of our bundle adjusted deblur NeRF (BAD-NeRF). BAD-NeRF learns both the 3D scene …",http://openaccess.thecvf.com/content/CVPR2023/papers/Wang_BAD-NeRF_Bundle_Adjusted_Deblur_Neural_Radiance_Fields_CVPR_2023_paper.pdf,"https://scholar.google.com/scholar?q=related:u6fzYAQ_x24J:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
0,"R Marí, G Facciolo, T Ehret",Multi-Date Earth Observation NeRF: The Detail Is in the Shadows,2023,Proceedings of the IEEE/CVF …,openaccess.thecvf.com,https://openaccess.thecvf.com/content/CVPR2023W/EarthVision/html/Mari_Multi-Date_Earth_Observation_NeRF_The_Detail_Is_in_the_Shadows_CVPRW_2023_paper.html,,85,2023-06-20 11:11:40,,,,,,,,,0,0,0,3,1,"… Since the release of NeRF [35] in 2020, neural rendering … In particular, S-NeRF [13] and Sat-NeRF [32] explored NeRF … We introduce EO-NeRF, the Earth Observation NeRF, for …",https://openaccess.thecvf.com/content/CVPR2023W/EarthVision/papers/Mari_Multi-Date_Earth_Observation_NeRF_The_Detail_Is_in_the_Shadows_CVPRW_2023_paper.pdf,
0,"X Xu, Y Yang, K Mo, B Pan, L Yi…",JacobiNeRF: NeRF Shaping with Mutual Information Gradients,2023,Proceedings of the …,openaccess.thecvf.com,http://openaccess.thecvf.com/content/CVPR2023/html/Xu_JacobiNeRF_NeRF_Shaping_With_Mutual_Information_Gradients_CVPR_2023_paper.html,,87,2023-06-20 11:11:40,,,,,,,,,0,0,0,6,1,"… NeRF gradients with general-purpose selfsupervised features (eg, DINO), which is why we term our NeRF “… NeRF using 2nd-order, mutual information based contrastive shaping on the …",http://openaccess.thecvf.com/content/CVPR2023/papers/Xu_JacobiNeRF_NeRF_Shaping_With_Mutual_Information_Gradients_CVPR_2023_paper.pdf,
0,"D Lee, M Lee, C Shin, S Lee",DP-NeRF: Deblurred Neural Radiance Field With Physical Scene Priors,2023,Proceedings of the IEEE/CVF …,openaccess.thecvf.com,https://openaccess.thecvf.com/content/CVPR2023/html/Lee_DP-NeRF_Deblurred_Neural_Radiance_Field_With_Physical_Scene_Priors_CVPR_2023_paper.html,,88,2023-06-20 11:11:40,,,,,,,,,0,0,0,4,1,"… NeRF that can handle blurred images has received little attention. The few studies that have investigated NeRF … Hence, this paper proposes a DP-NeRF, a novel clean NeRF framework …",https://openaccess.thecvf.com/content/CVPR2023/papers/Lee_DP-NeRF_Deblurred_Neural_Radiance_Field_With_Physical_Scene_Priors_CVPR_2023_paper.pdf,
0,"Y Yin, K Ghasedi, HT Wu, J Yang…",NeRFInvertor: High Fidelity NeRF-GAN Inversion for Single-shot Real Image Animation,2023,Proceedings of the …,openaccess.thecvf.com,http://openaccess.thecvf.com/content/CVPR2023/html/Yin_NeRFInvertor_High_Fidelity_NeRF-GAN_Inversion_for_Single-Shot_Real_Image_Animation_CVPR_2023_paper.html,,92,2023-06-20 11:11:40,,,,,,,,,0,0,0,5,1,"… as a universal NeRF-GAN inversion method to translate a single real image into a NeRF … to generate novel views or expressions of I using a pretrained Nerf-GAN Go. To do this, we first …",https://openaccess.thecvf.com/content/CVPR2023/papers/Yin_NeRFInvertor_High_Fidelity_NeRF-GAN_Inversion_for_Single-Shot_Real_Image_Animation_CVPR_2023_paper.pdf,"https://scholar.google.com/scholar?q=related:LkjSNHeN_-QJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
0,"X Huang, W Li, J Hu, H Chen…",RefSR-NeRF: Towards High Fidelity and Super Resolution View Synthesis,2023,Proceedings of the IEEE …,openaccess.thecvf.com,http://openaccess.thecvf.com/content/CVPR2023/html/Huang_RefSR-NeRF_Towards_High_Fidelity_and_Super_Resolution_View_Synthesis_CVPR_2023_paper.html,,93,2023-06-20 11:11:40,,,,,,,,,0,0,0,5,1,We present Reference-guided Super-Resolution Neural Radiance Field (RefSR-NeRF) that extends NeRF to super resolution and photorealistic novel view synthesis. Despite NeRF's …,https://openaccess.thecvf.com/content/CVPR2023/papers/Huang_RefSR-NeRF_Towards_High_Fidelity_and_Super_Resolution_View_Synthesis_CVPR_2023_paper.pdf,
0,"H Zhu, Z Zheng, W Zheng…",CAT-NeRF: Constancy-Aware Tx2Former for Dynamic Body Modeling,2023,Proceedings of the IEEE …,openaccess.thecvf.com,https://openaccess.thecvf.com/content/CVPR2023W/DynaVis/html/Zhu_CAT-NeRF_Constancy-Aware_Tx2Former_for_Dynamic_Body_Modeling_CVPRW_2023_paper.html,,96,2023-06-20 11:11:40,,,,,,,,,0,0,0,4,1,This paper addresses the problem of human rendering in the video with temporal appearance constancy. Reconstructing dynamic body shapes with volumetric neural rendering …,https://openaccess.thecvf.com/content/CVPR2023W/DynaVis/papers/Zhu_CAT-NeRF_Constancy-Aware_Tx2Former_for_Dynamic_Body_Modeling_CVPRW_2023_paper.pdf,
0,"M Toschi, R De Matteo, R Spezialetti…",ReLight My NeRF: A Dataset for Novel View Synthesis and Relighting of Real World Objects,2023,Proceedings of the …,openaccess.thecvf.com,http://openaccess.thecvf.com/content/CVPR2023/html/Toschi_ReLight_My_NeRF_A_Dataset_for_Novel_View_Synthesis_and_CVPR_2023_paper.html,,100,2023-06-20 11:11:40,,,,,,,,,0,0,0,4,1,"… As regards the second question, thanks to the new dataset we conduct a study on the relighting capability of NeRF. In particular, we investigate on how the standard NeRF architecture …",https://openaccess.thecvf.com/content/CVPR2023/papers/Toschi_ReLight_My_NeRF_A_Dataset_for_Novel_View_Synthesis_and_CVPR_2023_paper.pdf,
0,"C Wang, LE MacDonald, LA Jeni…",Flow supervision for Deformable NeRF,2023,Proceedings of the …,openaccess.thecvf.com,https://openaccess.thecvf.com/content/CVPR2023/html/Wang_Flow_Supervision_for_Deformable_NeRF_CVPR_2023_paper.html,,103,2023-06-20 11:11:40,,,,,,,,,0,0,0,4,1,In this paper we present a new method for deformable NeRF that can directly use optical flow as supervision. We overcome the major challenge with respect to the computationally …,https://openaccess.thecvf.com/content/CVPR2023/papers/Wang_Flow_Supervision_for_Deformable_NeRF_CVPR_2023_paper.pdf,
0,"NP Nguyen, R Surya, P Calyam…",CNT-NeRF: Carbon Nanotube Forest Depth Layer Decomposition in SEM Imagery Using Generative Adversarial Networks,2023,Proceedings of the …,openaccess.thecvf.com,https://openaccess.thecvf.com/content/CVPR2023W/LFNAT/html/Nguyen_CNT-NeRF_Carbon_Nanotube_Forest_Depth_Layer_Decomposition_in_SEM_Imagery_CVPRW_2023_paper.html,,115,2023-06-20 11:11:40,,,,,,,,,0,0,0,4,1,"… In this paper, we proposed CNT-NeRF, a generative adversarial network for simultaneous depth layer decomposition and segmentation of CNT forests in SEM images. CNT-NeRF …",https://openaccess.thecvf.com/content/CVPR2023W/LFNAT/papers/Nguyen_CNT-NeRF_Carbon_Nanotube_Forest_Depth_Layer_Decomposition_in_SEM_Imagery_CVPRW_2023_paper.pdf,
0,"J Chung, K Lee, S Baik, KM Lee",MEIL-NeRF: Memory-Efficient Incremental Learning of Neural Radiance Fields,2022,arXiv preprint arXiv:2212.08328,arxiv.org,https://arxiv.org/abs/2212.08328,,120,2023-06-20 11:11:40,,,,,,,,,0,0,0,4,1,"… NeRF and demonstrate the results. (a) shows an example data sequence, assuming that the NeRF … In this scenario, the performance of NeRF network drops rapidly, and the early tasks …",https://arxiv.org/pdf/2212.08328,"https://scholar.google.com/scholar?q=related:HUR1eE1SpcMJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
0,"K Jo, G Shim, S Jung, S Yang…",CG-NeRF: Conditional Generative Neural Radiance Fields for 3D-Aware Image Synthesis,2023,Proceedings of the IEEE …,openaccess.thecvf.com,https://openaccess.thecvf.com/content/WACV2023/html/Jo_CG-NeRF_Conditional_Generative_Neural_Radiance_Fields_for_3D-Aware_Image_Synthesis_WACV_2023_paper.html,,122,2023-06-20 11:11:40,,,,,,,,,0,0,0,5,1,"… on neural radiance fields (NeRF) achieve the generation of … neural radiance fields (CG-NeRF), which generates multi-view … compared to the existing NeRF-based generative models. …",https://openaccess.thecvf.com/content/WACV2023/papers/Jo_CG-NeRF_Conditional_Generative_Neural_Radiance_Fields_for_3D-Aware_Image_Synthesis_WACV_2023_paper.pdf,"https://scholar.google.com/scholar?q=related:PVLUCNFBtk0J:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
0,"Y Lan, CC Loy, B Dai",Correspondence Distillation from NeRF-based GAN,2022,arXiv preprint arXiv:2212.09735,arxiv.org,https://arxiv.org/abs/2212.09735,,124,2023-06-20 11:11:40,,,,,,,,,0,0,0,3,1,"… between the sampled NeRF and the template NeRF can significantly affect the training process, which may even collapse at the beginning stage if it gets a sampled NeRF that differs …",https://arxiv.org/pdf/2212.09735,"https://scholar.google.com/scholar?q=related:fldt1V2zwAkJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
0,"Z Gai, Z Liu, M Tan, J Ding, J Yu, M Tong…",EGRA-NeRF: Edge-Guided Ray Allocation for Neural Radiance Fields,2023,Image and Vision …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0262885623000446,,125,2023-06-20 11:11:40,HTML,,,,,,,,0,0,0,7,1,"… For training with basic NeRF with our EGRA-NeRF, we adopt the exact same hyper-parameter settings in [1]. The parameters of basic NeRF is optimized by MSE loss and Adam …",https://www.sciencedirect.com/science/article/pii/S0262885623000446,
0,"J Zhang, F Zhang, S Kuang, L Zhang",NeRF-LiDAR: Generating Realistic LiDAR Point Clouds with Neural Radiance Fields,2023,arXiv preprint arXiv:2304.14811,arxiv.org,https://arxiv.org/abs/2304.14811,,126,2023-06-20 11:11:40,,,,,,,,,0,0,0,4,1,"… (NeRF) have been proposed for novel view synthesis using implicit reconstruction of 3D scenes. Inspired by this, we present NeRF-… We verify the effectiveness of our NeRF-LiDAR by …",https://arxiv.org/pdf/2304.14811,
0,"MI Zhenxing, D Xu",Switch-NeRF: Learning Scene Decomposition with Mixture of Experts for Large-scale Neural Radiance Fields,2023,The Eleventh International Conference on …,openreview.net,https://openreview.net/forum?id=PQ2zoIZqvm,,127,2023-06-20 11:11:40,,,,,,,,,0,0,0,2,1,… Figure 5: The comparison of the rendered images from Mega-NeRF and our Switch-NeRF. Our method renders more details and tiny structures than Mega-NeRF. Please zoom in to see …,https://openreview.net/pdf?id=PQ2zoIZqvm,
0,"H Zhu, HS Fang, C Lu",X-NeRF: Explicit Neural Radiance Field for Multi-Scene 360 Insufficient RGB-D Views,2022,arXiv preprint arXiv:2210.05135,arxiv.org,https://arxiv.org/abs/2210.05135,,129,2023-06-20 11:11:40,,,,,,,,,0,0,0,3,1,"… proposed X-NeRF with state-of-the-art implicit NeRF-related … with DS-NeRF [7], a state-of-the-art implicit NeRF-based … ], a state-of-the-art NeRF-based approach that utilizes explicit voxel …",https://arxiv.org/pdf/2210.05135,"https://scholar.google.com/scholar?q=related:adXAc_1wPd8J:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
0,"Y Yin, Z Fu, F Yang, G Lin",OR-NeRF: Object Removing from 3D Scenes Guided by Multiview Segmentation with Neural Radiance Fields,2023,arXiv preprint arXiv:2305.10503,arxiv.org,https://arxiv.org/abs/2305.10503,,130,2023-06-20 11:11:40,,,,,,,,,0,0,0,4,1,"… [43] require all views’ masks to realize, while SPIn-NeRF [29] … text-prompt editing by training NeRF [27] to align feature … In this paper, we propose a novel pipeline called OR-NeRF …",https://arxiv.org/pdf/2305.10503,
0,H Zhu,X-NeRF: Explicit Neural Radiance Field for Multi-Scene 360deg Insufficient RGB-D Views,2023,Proceedings of the IEEE/CVF Winter Conference …,openaccess.thecvf.com,https://openaccess.thecvf.com/content/WACV2023/html/Zhu_X-NeRF_Explicit_Neural_Radiance_Field_for_Multi-Scene_360deg_Insufficient_RGB-D_WACV_2023_paper.html,,131,2023-06-20 11:11:40,,,,,,,,,0,0,0,1,1,"… proposed X-NeRF with state-of-the-art implicit NeRF-related … with DS-NeRF [7], a state-of-the-art implicit NeRF-based … ], a state-of-the-art NeRF-based approach that utilizes explicit voxel …",https://openaccess.thecvf.com/content/WACV2023/papers/Zhu_X-NeRF_Explicit_Neural_Radiance_Field_for_Multi-Scene_360deg_Insufficient_RGB-D_WACV_2023_paper.pdf,"https://scholar.google.com/scholar?q=related:NzLS_WlNyP8J:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
0,"J Qiu, Y Zhu, PT Jiang, MM Cheng, B Ren",RDNeRF: relative depth guided NeRF for dense free view synthesis,2023,The Visual Computer,Springer,https://link.springer.com/article/10.1007/s00371-023-02863-5,,133,2023-06-20 11:11:40,HTML,10.1007/s00371-023-02863-5,,,,,,,0,0,0,5,1,"… NeRF to handle these views of indoor scenes. We present a learning-based approach named relative depth guided NeRF … views, we observe that NeRF achieves poor rendering results …",https://link.springer.com/article/10.1007/s00371-023-02863-5,
0,"J Bai, L Huang, W Gong, J Guo, Y Guo",Self-NeRF: A Self-Training Pipeline for Few-Shot Neural Radiance Fields,2023,arXiv preprint arXiv:2303.05775,arxiv.org,https://arxiv.org/abs/2303.05775,,134,2023-06-20 11:11:40,,,,,,,,,0,0,0,5,1,"… (NeRF) have emerged as a potent method for synthesizing novel views from a dense set of images. Despite its impressive performance, NeRF is … Self-NeRF, a self-evolved NeRF that …",https://arxiv.org/pdf/2303.05775,
0,"J Sun, Y Xu, M Ding, H Yi, J Wang, L Zhang…",NeRF-Loc: Transformer-Based Object Localization Within Neural Radiance Fields,2022,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2209.12068,,136,2023-06-20 11:11:40,,,,,,,,,0,0,0,7,1,… study object localization within a NeRF scene. We propose a transformerbased … NeRF-Loc to extract 3D bounding boxes of objects in NeRF scenes. NeRF-Loc takes a pre-trained NeRF …,https://arxiv.org/pdf/2209.12068,"https://scholar.google.com/scholar?q=related:nysFj5Q3zJQJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
0,"X Zhao, Z An, Q Pan, L Yang",NeRF: Neural Radio-Frequency Radiance Fields,2023,arXiv preprint arXiv:2305.06118,arxiv.org,https://arxiv.org/abs/2305.06118,,137,2023-06-20 11:11:40,,,,,,,,,0,0,0,4,1,"… Unlike the visual NeRF that assumes the ambient light remains unchanged, we introduce … is similar to the optical NeRF but differs in two aspects. First, the visual NeRF assumes that the …",https://arxiv.org/pdf/2305.06118,
0,"X Liu, S Kao, J Chen, YW Tai, CK Tang",Deceptive-NeRF: Enhancing NeRF Reconstruction using Pseudo-Observations from Diffusion Models,2023,arXiv preprint arXiv:2305.15171,arxiv.org,https://arxiv.org/abs/2305.15171,,138,2023-06-20 11:11:40,,,,,,,,,0,0,0,5,1,"… Deceptive-NeRF, a new method for enhancing the quality of reconstructed NeRF models using … Our proposed method involves three key steps: 1) reconstruct a coarse NeRF model from …",https://arxiv.org/pdf/2305.15171,
0,"Y Han, T Yu, X Yu, Y Wang, Q Dai",Super-NeRF: View-consistent Detail Generation for NeRF super-resolution,2023,arXiv preprint arXiv:2304.13518,arxiv.org,https://arxiv.org/abs/2304.13518,,140,2023-06-20 11:11:40,,,,,,,,,0,0,0,5,1,"… loss for LR NeRF and HR NeRF. As the iteration grows, the effect of LR NeRF on image … We thoroughly analyze the difference between NeRF-SR[46] and Super-NeRF to make the …",https://arxiv.org/pdf/2304.13518,
